,p-value,cliff
GodClass,5.697220948724935e-18,-1.0
DataClass,5.697220948724935e-18,-0.9944903581267218
LongMethod,5.697220948724935e-18,-1.0
FeatureEnvy,5.697220948724935e-18,-1.0
