,p-value,cliff
GodClass,0.07632682340510347,0.08621569227629834
DataClass,0.9230860859455055,-0.014080195898377716
LongMethod,0.09693305303208123,0.0807060504030201
FeatureEnvy,0.07986171263796672,0.07274767880828487
