,p-value,cliff
GodClass,0.3150773505487152,-0.07764513825119886
DataClass,0.5340090972962801,0.006121824303642486
LongMethod,0.023355359263481777,-0.09947964493419038
FeatureEnvy,0.9662404586676335,-0.024385266809509233
