,p-value,cliff
GodClass,0.04595285795366186,-0.09927558412406898
DataClass,0.05958517579979668,-0.04938271604938271
LongMethod,0.01587068538630952,-0.12243648607284971
FeatureEnvy,0.15853064748408408,-0.10519334761759004
