,p-value,cliff
GodClass,2.4880165580225355e-05,-0.17834914804611773
DataClass,0.00044968738012279115,-0.20875420875420875
LongMethod,1,0.0
FeatureEnvy,0.00038175473843175773,-0.25650443832262015
