,p-value,cliff
GodClass,0.18044480725407297,0.04132231404958678
DataClass,0.004695432313639738,0.105907560453015
LongMethod,0.06119591360873527,0.06672788490970309
FeatureEnvy,0.015250899621216483,0.1084583205795327
