,p-value,cliff
GodClass,0.473696927285163,-0.06611570247933884
DataClass,0.9505528001328591,0.021018263442505868
LongMethod,0.03066628068237978,-0.12090602999693909
FeatureEnvy,0.6026562504374475,-0.03540455055606571
