,p-value,cliff
GodClass,0.08736843875305554,0.09050096928884807
DataClass,0.14956578499233408,0.07417610447913478
LongMethod,0.007314356842292568,-0.10917253341495765
FeatureEnvy,0.023666419579981755,-0.09682685440261198
