,p-value,cliff
GodClass,0.6122015116624693,0.011733496581981431
DataClass,0.13764347979652222,-0.03540455055606571
LongMethod,3.339021779911512e-06,-0.127231915110703
FeatureEnvy,0.016878881029308557,-0.05019895928986838
