,p-value,cliff
GodClass,0.3559267136899634,-0.027242118151209062
DataClass,0.10026967310139687,-0.03213957759412305
LongMethod,0.0028064524006083556,-0.07346189164370982
FeatureEnvy,0.005949603062811606,-0.05081114172023263
