,p-value,cliff
GodClass,1.0299857998795127e-05,-0.09907152331394756
DataClass,1.0363799445286267e-05,-0.09998979695949393
LongMethod,1.3885548700305176e-07,-0.15988164473012959
FeatureEnvy,1.030566958496509e-05,-0.12437506376900316
