,p-value,cliff
GodClass,0.5111971328112408,-0.006019793898581777
DataClass,0.9714463996132544,-0.017957351290684626
LongMethod,0.003566271152200432,0.07795122946638099
FeatureEnvy,0.7198787366795968,0.012039587797163555
