,p-value,cliff
GodClass,0.3589369564218162,0.011019283746556474
DataClass,0.014017778769834061,0.07346189164370982
LongMethod,1.7248832564953373e-06,0.12804815835118866
FeatureEnvy,0.0003378172984774999,0.06142230384654627
