,p-value,cliff
GodClass,0.4770473328577647,-0.03203754718906234
DataClass,0.3052458746591612,-0.022752780328537905
LongMethod,0.364400936538108,-0.023364962758902152
FeatureEnvy,0.8365956575707237,-0.0021426385062748698
