,p-value,cliff
GodClass,0.9081402726574327,-0.021120293847566574
DataClass,0.9913400365721022,0.0009182736455463728
LongMethod,0.4399091483271649,0.02183450668299153
FeatureEnvy,0.7077366962008267,-0.024793388429752067
