,p-value,cliff
GodClass,4.896945355381825e-08,0.24171002958881746
DataClass,3.92805486223379e-09,0.249566370778492
LongMethod,0.0633177868300456,0.026936026936026935
FeatureEnvy,2.726750653051484e-05,0.1096826854402612
