,p-value,cliff
GodClass,5.872538896953428e-18,-0.9797979797979798
DataClass,1.1047028502461545e-16,-0.9797979797979798
LongMethod,5.6952537135486264e-18,-1.0
FeatureEnvy,5.695581541379785e-18,-1.0
