Dataset,Algorithm,severity@20%,rel_severity@20%,severity@10%,rel_severity@10%,severity@5%,rel_severity@5%,acc_ord_3,acc_ord_2,acc_ord_1,acc_ord_0,err_3_to_0,err_3_to_1,err_3_to_2,err_2_to_0,err_2_to_1,err_2_to_3,err_1_to_0,err_1_to_2,err_1_to_3,err_0_to_1,err_0_to_2,err_0_to_3,accuracy@100%,accuracy@40%,accuracy@20%,CLC,spearmanr,kendalltau,MAE,MSE,time
GodClass,PR,0.2950819672131147,0.75,0.180327868852459,0.9166666666666666,0.081967213114754,0.8333333333333334,0.5,0.1818181818181818,0.0,0.8125,0.3333333333333333,0.0,0.1666666666666666,0.2727272727272727,0.1818181818181818,0.3636363636363636,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0625,0.0625,0.0625,0.5,0.4375,0.625,0.5720140515222483,0.4621477465886776,0.4125301691603563,0.8571428571428571,1.809523809523809,0.163562536239624
GodClass,PR,0.2786885245901639,0.7083333333333334,0.1475409836065573,0.75,0.0491803278688524,0.5,0.5,0.3636363636363636,0.3333333333333333,0.4375,0.4166666666666667,0.0,0.0833333333333333,0.5454545454545454,0.0,0.0909090909090909,0.3333333333333333,0.3333333333333333,0.0,0.3125,0.0,0.25,0.4285714285714285,0.5625,0.625,0.5470335675253708,0.1334500141604063,0.1243922498720388,1.1428571428571428,2.7142857142857144,0.1565806865692138
GodClass,PR,0.2295081967213114,0.5833333333333334,0.081967213114754,0.4166666666666667,0.0163934426229508,0.1666666666666666,0.6666666666666666,0.0909090909090909,0.0,0.6875,0.25,0.0,0.0833333333333333,0.5454545454545454,0.1818181818181818,0.1818181818181818,0.3333333333333333,0.0,0.6666666666666666,0.125,0.0625,0.125,0.4761904761904761,0.5625,0.5,0.5938719750195163,0.4012599041765739,0.3550193005408875,0.9761904761904762,2.119047619047619,0.1845083236694336
GodClass,PR,0.2539682539682539,0.6666666666666666,0.0952380952380952,0.5,0.0476190476190476,0.5,0.3076923076923077,0.1818181818181818,0.0,0.6875,0.2307692307692307,0.0,0.4615384615384615,0.3636363636363636,0.0,0.4545454545454545,0.0,0.0,1.0,0.125,0.0625,0.125,0.4047619047619047,0.375,0.375,0.5961829176114891,0.3518319955422235,0.2900197381260676,1.0,2.0476190476190474,0.160569429397583
GodClass,PR,0.34375,0.9166666666666666,0.1875,1.0,0.09375,1.0,0.6153846153846154,0.0909090909090909,0.3333333333333333,0.4,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.0,0.2727272727272727,0.6363636363636364,0.6666666666666666,0.0,0.0,0.2666666666666666,0.1333333333333333,0.2,0.3809523809523809,0.5,0.75,0.5904017857142858,0.4524780483680136,0.3880367110873161,0.9047619047619048,1.6666666666666667,0.1435720920562744
GodClass,PR,0.28125,0.75,0.15625,0.8333333333333334,0.078125,0.8333333333333334,0.5384615384615384,0.2727272727272727,0.3333333333333333,0.6,0.3076923076923077,0.0769230769230769,0.0769230769230769,0.0909090909090909,0.0909090909090909,0.5454545454545454,0.6666666666666666,0.0,0.0,0.0666666666666666,0.2,0.1333333333333333,0.4761904761904761,0.5,0.5,0.6063988095238095,0.3734123488443497,0.3319905152392209,0.9285714285714286,2.023809523809524,0.1555850505828857
GodClass,PR,0.28125,0.75,0.140625,0.75,0.078125,0.8333333333333334,0.6153846153846154,0.0909090909090909,0.0,0.6,0.3846153846153846,0.0,0.0,0.2727272727272727,0.0909090909090909,0.5454545454545454,0.6666666666666666,0.0,0.3333333333333333,0.0,0.1333333333333333,0.2666666666666666,0.4285714285714285,0.375,0.5,0.5505952380952381,0.2636240267558416,0.2386783753122817,1.1428571428571428,2.7142857142857144,0.1476054191589355
GodClass,PR,0.234375,0.625,0.09375,0.5,0.046875,0.5,0.8461538461538461,0.0909090909090909,0.3333333333333333,0.5333333333333333,0.0769230769230769,0.0769230769230769,0.0,0.5454545454545454,0.0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0.0,0.1333333333333333,0.0666666666666666,0.2666666666666666,0.5,0.5,0.375,0.5922619047619048,0.4519309499670059,0.3950741784312322,0.9285714285714286,2.023809523809524,0.1625640392303466
GodClass,PR,0.28125,0.75,0.171875,0.9166666666666666,0.078125,0.8333333333333334,0.4615384615384615,0.0,0.0,0.8,0.3076923076923077,0.1538461538461538,0.0769230769230769,0.4545454545454545,0.0,0.5454545454545454,1.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.4285714285714285,0.375,0.5,0.6078869047619048,0.4430671274866135,0.3796260653123061,1.0,2.095238095238096,0.1615676879882812
GodClass,PR,0.296875,0.7916666666666666,0.15625,0.8333333333333334,0.09375,1.0,0.3076923076923077,0.0909090909090909,0.0,0.9333333333333332,0.3846153846153846,0.0769230769230769,0.2307692307692307,0.2727272727272727,0.1818181818181818,0.4545454545454545,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0666666666666666,0.0,0.4523809523809524,0.3125,0.5,0.615327380952381,0.4414101188429578,0.3767591157520545,0.9523809523809524,2.0,0.1555848121643066
