,p-value,cliff
GodClass,0.46106638956107127,-0.021528415467809408
DataClass,0.003612738058532322,-0.1588613406795225
LongMethod,0.00024589717917555224,-0.20293847566574838
FeatureEnvy,0.008000963514821016,-0.13151719212325272
