,p-value,cliff
GodClass,0.18144284324259807,-0.022242628303234365
DataClass,0.27374504107983544,-0.08376696255484134
LongMethod,0.05675232618717352,-0.16590143862871135
FeatureEnvy,0.7185920334210805,-0.00795837159473523
