,p-value,cliff
GodClass,0.0002437329881801756,0.24283236404448524
DataClass,0.7507368693115284,-0.04071013161922253
LongMethod,2.1477542560167805e-05,-0.29854096520763185
FeatureEnvy,0.00042560798565252265,-0.21018263442505866
