,p-value,cliff
GodClass,0.00012591127427250432,0.23160901948780738
DataClass,0.32112995233555996,-0.0807060504030201
LongMethod,0.04108352885739529,-0.07672686460565248
FeatureEnvy,0.6066661100816622,-0.06081012141618202
