,p-value,cliff
GodClass,0.4020388802178114,-0.04224058769513315
DataClass,0.3846806710008961,-0.05183144577083971
LongMethod,0.16021342175395925,0.09050096928884807
FeatureEnvy,0.20952355880804552,0.0680542801754923
