,p-value,cliff
GodClass,0.001072647122567707,0.23191511070298948
DataClass,0.8889668819306007,-0.004081216202428324
LongMethod,2.539626255344349e-05,-0.3149678604224059
FeatureEnvy,1.6428800070429744e-05,-0.24415875931027445
