,p-value,cliff
GodClass,4.0203048134195245e-07,-0.33098663401693706
DataClass,0.9902531842276446,-0.0013263952657892053
LongMethod,2.07386985563153e-08,0.37271706968676666
FeatureEnvy,1.9886850647421885e-07,0.26823793490460157
