,p-value,cliff
GodClass,0.6626887633114638,-0.007550249974492398
DataClass,0.029237666199111938,-0.17702275278032853
LongMethod,0.001462119171106909,-0.22120191817161514
FeatureEnvy,0.19132821252742738,-0.06397306397306397
