,p-value,cliff
GodClass,1.2916661905771316e-06,0.31558004285277014
DataClass,0.4807862553540716,-0.048668503213957756
LongMethod,8.414770428726329e-08,-0.35404550556065706
FeatureEnvy,4.665410177663832e-06,-0.2458932761963065
