,p-value,cliff
GodClass,4.7240422658369146e-07,0.32945617794102644
DataClass,0.3944190915324597,-0.06642179369452096
LongMethod,3.837280493676627e-08,-0.36394245485154575
FeatureEnvy,6.91848096492393e-06,-0.24691358024691357
