,p-value,cliff
GodClass,0.8167110051486152,-0.009794918885827977
DataClass,0.5842808732780869,-0.009998979695949393
LongMethod,0.13242805483390332,0.1599836751351903
FeatureEnvy,0.10812291554307642,-0.05183144577083971
