,p-value,cliff
GodClass,4.0333224905054085e-16,0.8585858585858586
DataClass,3.6248012243399544e-14,0.7335986123864912
LongMethod,1.5266557534633564e-14,0.6060606060606061
FeatureEnvy,8.522569051046582e-10,0.47474747474747475
