,p-value,cliff
GodClass,0.016969947483433574,0.13825119885725945
DataClass,1.2543626327682196e-12,0.41659014386287113
LongMethod,8.996130287159537e-18,-0.7745128048158351
FeatureEnvy,0.502175521798803,-0.027548209366391185
