,p-value,cliff
GodClass,2.938536384468165e-12,0.5441281501887563
DataClass,1.038008214332511e-14,0.6171819202122233
LongMethod,5.7048307654122865e-11,-0.49352106927864503
FeatureEnvy,0.00021340807172587684,0.2698704213855729
