,p-value,cliff
GodClass,0.0008371587000942724,0.19967350270380574
DataClass,7.886808114759143e-15,0.47556371798796043
LongMethod,1.079154626281574e-17,-0.760228548107336
FeatureEnvy,0.6258610273927506,0.024895418834812773
