,p-value,cliff
GodClass,1.7460431833846047e-09,-0.34618916437098257
DataClass,0.0005257154958453036,-0.13508825630037752
LongMethod,5.404538283821734e-18,-0.9917355371900827
FeatureEnvy,1.673691656686856e-08,-0.2307927762473217
