,p-value,cliff
GodClass,8.161365336938721e-17,-0.816855422916029
DataClass,8.909143543582323e-15,-0.6587082950719314
LongMethod,1,0.0
FeatureEnvy,4.165862817323369e-10,-0.42240587695133147
