,p-value,cliff
GodClass,1.946970278375572e-15,-0.6334047546168758
DataClass,8.974666139206857e-18,-0.715131109070503
LongMethod,0.03234711216541795,-0.16732986429956126
FeatureEnvy,0.14683647758008017,-0.10927456382001836
