,p-value,cliff
GodClass,1.1836761733584726e-17,-0.9170492806856443
DataClass,6.641292347583589e-14,-0.4831139679624528
LongMethod,8.010465786598152e-18,-0.9452096724823997
FeatureEnvy,2.2301345689923077e-15,-0.5359657177838996
