,p-value,cliff
GodClass,0.646212649149842,-0.021528415467809408
DataClass,0.924655426411961,0.013978165493317008
LongMethod,0.051703853976330025,0.1778389960208142
FeatureEnvy,0.9548153317046993,0.014488317518620548
