,p-value,cliff
GodClass,7.830133241002684e-05,-0.2508927660442812
DataClass,5.466024126702929e-07,-0.2729313335373941
LongMethod,0.6074886826453012,0.01601877359453117
FeatureEnvy,0.026159399157035277,-0.087031935516784
