,p-value,cliff
GodClass,2.29921086838406e-16,-0.6349352106927865
DataClass,3.611126826502977e-14,-0.50576471788593
LongMethod,0.08781947481823842,-0.018467503315988166
FeatureEnvy,0.8574906283737536,-0.022752780328537905
