,p-value,cliff
GodClass,7.83025671830251e-06,0.1426385062748699
DataClass,0.021959823753570022,0.05101520253035405
LongMethod,0.19734998534572923,0.02407917559432711
FeatureEnvy,0.1540299562795288,0.03734312825221916
