,p-value,cliff
GodClass,0.0003804937968273422,-0.11437608407305377
DataClass,0.1034668792777196,-0.024895418834812773
LongMethod,0.27466182412357076,-0.04224058769513315
FeatureEnvy,0.925406789523928,0.008672584430160188
