,p-value,cliff
GodClass,0.00012135473632198201,0.13447607387001326
DataClass,0.07662630231592153,0.04366901336598306
LongMethod,0.55439481171137,0.007754310784613815
FeatureEnvy,0.10268847601181003,0.04254667891031527
