,p-value,cliff
GodClass,0.0001578280815494967,-0.2600755024997449
DataClass,1.2574314301344768e-06,-0.26936026936026936
LongMethod,0.5539783433295095,0.013059891847770635
FeatureEnvy,0.0327728080531501,-0.07968574635241302
