,p-value,cliff
GodClass,0.8276679183795914,-0.003367003367003367
DataClass,0.004193603436388514,-0.23048668503213957
LongMethod,6.84126346925329e-18,0.9499030711151923
FeatureEnvy,2.792323983015487e-12,0.5904499540863177
