,p-value,cliff
GodClass,8.618414148692299e-06,-0.16549331700846853
DataClass,0.00833491139242861,-0.06346291194776044
LongMethod,0.14175247741138702,-0.04346495255586165
FeatureEnvy,0.8724867793643927,-0.0017345168860320376
