,p-value,cliff
GodClass,0.01741762676698988,-0.0793796551372309
DataClass,0.028712108484637063,-0.05468829711253954
LongMethod,0.9715426165889398,0.026936026936026935
FeatureEnvy,0.10267214459744227,-0.0641771247831854
