,p-value,cliff
GodClass,1.171628769739773e-06,-0.25201510049994896
DataClass,3.303936772650648e-06,-0.15671870217324763
LongMethod,0.4667294700537862,-0.04173043566982961
FeatureEnvy,0.00031309721905580483,-0.15947352310988674
