,p-value,cliff
GodClass,2.4106573146728012e-08,0.23915926946229976
DataClass,2.0732456346245823e-08,0.20814202632384451
LongMethod,0.21640448080870966,0.052545658606264666
FeatureEnvy,0.08013895629420176,0.10386695235180084
