,p-value,cliff
GodClass,0.8391059584498447,-0.010815222936435057
DataClass,0.0015083075198164414,-0.13335373941434547
LongMethod,0.05159638274721957,-0.02509947964493419
FeatureEnvy,0.3565365441347046,-0.07376798285889195
