,p-value,cliff
GodClass,8.755648986995819e-08,-0.2634425058667483
DataClass,8.674669749135163e-08,-0.18508315478012446
LongMethod,0.39438429628211946,-0.03948576675849403
FeatureEnvy,0.0031303400099843546,-0.13080297928782778
