,p-value,cliff
GodClass,0.740219112955471,-0.02407917559432711
DataClass,0.00688626908331924,-0.13967962452810936
LongMethod,0.11621103241078465,-0.04326089174574023
FeatureEnvy,0.5382321431556526,-0.068156310580553
