,p-value,cliff
GodClass,9.017915179288846e-06,0.20865217834914804
DataClass,4.15270730207556e-05,0.15161718192021223
LongMethod,0.14623230812894306,0.050607080910111214
FeatureEnvy,4.622780595350839e-05,0.2156922762983369
