,p-value,cliff
GodClass,0.0009405752115794192,0.11509029690847873
DataClass,0.00022355741415706196,0.1400877461483522
LongMethod,0.020041916312799814,-0.0542801754922967
FeatureEnvy,0.00017571425109758288,0.10886644219977554
