,p-value,cliff
GodClass,0.010334613170659925,-0.14039383736353434
DataClass,0.06796862073771553,-0.06652382409958167
LongMethod,0.7351230843200017,-0.03213957759412305
FeatureEnvy,1.7753278661300634e-07,-0.34098561371288644
