,p-value,cliff
GodClass,2.831045602768377e-08,-0.2838485868788899
DataClass,1.7787903586161612e-07,-0.3130292827262524
LongMethod,1,0.0
FeatureEnvy,1.2403947708498856e-06,-0.2773186409550046
