,p-value,cliff
GodClass,1.2055217857686427e-05,-0.22865013774104684
DataClass,1.2313665960510387e-06,-0.26803387409448015
LongMethod,1,0.0
FeatureEnvy,2.767246748887792e-13,-0.6640138761350882
