NB,CART,SVM,KNN,LogR,RF,XGB,DF,Bagging,AdaBoost,O-NB,O-CART,O-SVM,O-KNN,O-LogR,O-RF,O-XGB,O-DF,O-Bagging,O-AdaBoost,LR,PR,RFR,DTR,BRR,NNR,SVR,KNR,GBR,GPR,SDGR,RankingSVM,RankBoost,RankNet,LambdaRank,ListNet,AdaRank,CoordinateAscent,LTR
0.0039632320404052,0.0060148239135742,0.0089955329895019,0.0269703865051269,0.0378985404968261,0.193117618560791,0.1266195774078369,1.7922585010528564,0.2154603004455566,0.007746934890747,0.006925344467163,0.0090093612670898,0.0568783283233642,0.0678198337554931,0.0219411849975585,0.5325734615325928,0.1735363006591797,5.451388120651245,0.7120978832244873,0.0149152278900146,0.0079343318939208,0.379983901977539,0.1855463981628418,0.0047924518585205,0.0262136459350585,0.2977654933929443,0.0149581432342529,0.0239357948303222,0.218447208404541,0.0209426879882812,0.0069782733917236,7.951741456985474,2.5346970558166504,5.738515138626099,9.606609106063845,1.5760767459869385,1.3910307884216309,1.484356164932251,99.54295992851256
0.0039708614349365,0.0049817562103271,0.0100071430206298,0.0279250144958496,0.0279679298400878,0.1765656471252441,0.1246652603149414,1.7951998710632324,0.2104828357696533,0.0069806575775146,0.0069813728332519,0.0089762210845947,0.0588433742523193,0.0698132514953613,0.0238940715789794,0.4936637878417969,0.1685488224029541,4.5717363357543945,0.6891605854034424,0.0139441490173339,0.0059337615966796,0.3700132369995117,0.1805586814880371,0.004988670349121,0.0070223808288574,0.3111670017242431,0.0189499855041503,0.0269267559051513,0.2184484004974365,0.0209426879882812,0.0079627037048339,9.154315710067747,2.472974300384521,5.756179332733154,9.64334797859192,1.5925209522247314,2.555478096008301,1.380748271942139,98.55579161643982
0.0039825439453125,0.0049738883972167,0.0099925994873046,0.0269258022308349,0.0299341678619384,0.1774928569793701,0.1266200542449951,1.8041703701019287,0.2094392776489257,0.0079772472381591,0.0059812068939208,0.0089738368988037,0.0598399639129638,0.0688166618347168,0.0228967666625976,0.4977126121520996,0.1765279769897461,3.775904655456543,0.6941816806793213,0.0139846801757812,0.0059826374053955,0.3879647254943847,0.20046448707580566,0.0039889812469482,0.0049855709075927,0.3031892776489258,0.0159575939178466,0.0259308815002441,0.2204418182373047,0.0199110507965087,0.0109732151031494,9.081716060638428,2.586280107498169,5.86613130569458,9.649609088897703,1.4138379096984863,1.4329257011413574,1.4298474788665771,98.7668707370758
0.0039892196655273,0.0059819221496582,0.0099716186523437,0.0269281864166259,0.0309162139892578,0.1815145015716552,0.1256191730499267,1.8081672191619875,0.205451488494873,0.0070366859436035,0.005983829498291,0.0099728107452392,0.058842658996582,0.0698142051696777,0.0239360332489013,0.4996638298034668,0.1735355854034423,5.050494909286499,0.671170711517334,0.0139679908752441,0.00498628616333,0.3720042705535888,0.18849802017211914,0.0050091743469238,0.0079188346862792,0.3052175045013428,0.0179526805877685,0.0239381790161132,0.2174506187438964,0.0209429264068603,0.0119709968566894,8.660810470581055,2.4712581634521484,5.770322322845459,9.570412158966064,1.7432489395141602,1.3515450954437256,1.0155696868896484,97.7207326889038
0.0039892196655273,0.00498628616333,0.0110054016113281,0.0269327163696289,0.0279233455657959,0.1745696067810058,0.1266217231750488,2.2330281734466557,0.2154598236083984,0.0079813003540039,0.0049867630004882,0.0089759826660156,0.0588016510009765,0.0678191184997558,0.0249335765838623,0.4986658096313476,0.1765294075012207,4.227731466293335,0.6961765289306641,0.014014720916748,0.0049874782562255,0.3839709758758545,0.1825120449066162,0.0049829483032226,0.0069444179534912,0.2912237644195556,0.0179481506347656,0.0279254913330078,0.2224533557891845,0.0169224739074707,0.0099782943725585,13.909805297851562,2.508864402770996,5.761030912399292,9.528688669204712,1.3985064029693604,1.4775457382202148,1.1231367588043213,98.90550112724304
0.0039894580841064,0.0049850940704345,0.0099713802337646,0.0269255638122558,0.028921365737915,0.1805377006530761,0.126659870147705,1.811159372329712,0.1985290050506591,0.0079772472381591,0.0059840679168701,0.0089850425720214,0.0578470230102539,0.0688157081604003,0.0219435691833496,0.5036153793334961,0.1695466041564941,4.169848918914795,0.680182695388794,0.0159194469451904,0.0049879550933837,0.3839719295501709,0.17853569984436035,0.0059945583343505,0.004948616027832,0.321141242980957,0.0179524421691894,0.0249316692352294,0.2224061489105224,0.0229454040527343,0.0089743137359619,9.175467014312744,2.522226572036743,5.875953197479248,9.679256677627563,1.590334415435791,1.427703857421875,1.0960209369659424,98.7882137298584
0.0039894580841064,0.0049853324890136,0.0100104808807373,0.0269281864166259,0.0269272327423095,0.1775286197662353,0.1286559104919433,1.4421443939208984,0.2104358673095703,0.006981611251831,0.0059831142425537,0.008976936340332,0.0578446388244628,0.069814920425415,0.0229380130767822,0.4986658096313476,0.173534870147705,4.640202045440674,0.7031557559967041,0.0139262676239013,0.0059840679168701,0.3869640827178955,0.18351006507873535,0.00398850440979,0.004988670349121,0.2922322750091553,0.0169541835784912,0.0259287357330322,0.2144269943237304,0.0199453830718994,0.0089738368988037,9.308709144592283,2.471881151199341,5.785722970962524,9.560537338256836,1.4119577407836914,1.3786208629608154,1.3473448753356934,97.97849988937378
0.0039892196655273,0.0039892196655273,0.0089757442474365,0.0268864631652832,0.0279250144958496,0.1875324249267578,0.1286177635192871,1.3693513870239258,0.1994955539703369,0.0099432468414306,0.0059843063354492,0.0089757442474365,0.0588421821594238,0.0698132514953613,0.0219905376434326,0.5036165714263916,0.1725378036499023,5.460440397262573,0.7010908126831055,0.0149993896484375,0.0059735774993896,0.3699989318847656,0.19152379035949707,0.0049884319305419,0.0055029392242431,0.315464973449707,0.0139620304107666,0.0259327888488769,0.2254319190979004,0.0179533958435058,0.007991075515747,9.168455362319946,2.569466590881348,5.805870771408081,9.748459577560425,1.6079068183898926,1.365854024887085,1.3933591842651367,98.55135464668274
0.0039892196655273,0.0049829483032226,0.0099732875823974,0.0259160995483398,0.0308070182800292,0.1725695133209228,0.1286547183990478,1.374362230300903,0.2014970779418945,0.0069887638092041,0.0060210227966308,0.0089774131774902,0.0648260116577148,0.0688142776489257,0.0219402313232421,0.5046210289001465,0.1715412139892578,4.184781074523926,0.7021222114562988,0.0139625072479248,0.0059850215911865,0.382974624633789,0.18450403213500977,0.0049865245819091,0.0069804191589355,0.3281223773956299,0.0169546604156494,0.0259215831756591,0.2214388847351074,0.0179188251495361,0.0099740028381347,9.102254152297974,2.5243594646453857,5.738465070724487,9.69640326499939,1.4113376140594482,1.4252288341522217,1.446489334106445,99.93277621269226
0.0050292015075683,0.0049884319305419,0.0109720230102539,0.0339093208312988,0.0319135189056396,0.2293877601623535,0.1416213512420654,1.61368727684021,0.2134304046630859,0.0099592208862304,0.0059418678283691,0.0089318752288818,0.0568447113037109,0.0767943859100341,0.0249321460723876,0.5505199432373047,0.1914877891540527,5.151209115982056,0.7071104049682617,0.0169184207916259,0.0049884319305419,0.4038777351379394,0.19052624702453613,0.0059845447540283,0.0059707164764404,0.3340935707092285,0.0149593353271484,0.025930643081665,0.238361120223999,0.0269224643707275,0.0099802017211914,9.85265302658081,2.559504985809326,6.041658639907837,9.778262615203856,1.609263896942139,1.4009332656860352,1.4868652820587158,99.54180550575256
