,p-value,cliff
GodClass,7.318279349477914e-07,0.39026629935720847
DataClass,0.002716159983991873,0.18518518518518517
LongMethod,2.0650723696763367e-06,-0.294663809815325
FeatureEnvy,0.00043730191281310637,-0.2119171513110907
