,p-value,cliff
GodClass,0.2611769567866,-0.07723701663095603
DataClass,0.0005983027581101214,-0.21038669523518008
LongMethod,0.0037819370642844783,-0.1801856953372105
FeatureEnvy,0.0033573494663748167,-0.15100499948984797
