,p-value,cliff
GodClass,5.872538896953428e-18,-0.9881644730129578
DataClass,1.1043509205709753e-16,-0.9797979797979798
LongMethod,5.681174016423799e-18,-1.0
FeatureEnvy,5.6713705085147114e-18,-0.9844913784307724
