,p-value,cliff
GodClass,0.00011058816798251144,0.29680644832159986
DataClass,0.02714397777573165,0.1422303846546271
LongMethod,0.0005537797970251943,-0.2459953066013672
FeatureEnvy,0.0016100833966204708,-0.19508213447607387
