Dataset,Algorithm,severity@20%,rel_severity@20%,severity@10%,rel_severity@10%,severity@5%,rel_severity@5%,acc_ord_3,acc_ord_2,acc_ord_1,acc_ord_0,err_3_to_0,err_3_to_1,err_3_to_2,err_2_to_0,err_2_to_1,err_2_to_3,err_1_to_0,err_1_to_2,err_1_to_3,err_0_to_1,err_0_to_2,err_0_to_3,accuracy@100%,accuracy@40%,accuracy@20%,CLC,spearmanr,kendalltau,MAE,MSE,time
GodClass,LambdaRank,0.1967213114754098,0.5,0.0983606557377049,0.5,0.0491803278688524,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.0625,0.0,0.5267369242779081,0.0532701705405416,0.049391458057363,1.2142857142857142,1.7857142857142858,11.93238353729248
GodClass,LambdaRank,0.2622950819672131,0.6666666666666666,0.1311475409836065,0.6666666666666666,0.0983606557377049,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3809523809523809,0.3125,0.25,0.502537080405933,0.0532701705405416,0.049391458057363,1.4523809523809523,3.690476190476191,11.342953443527222
GodClass,LambdaRank,0.1475409836065573,0.375,0.0983606557377049,0.5,0.0327868852459016,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3809523809523809,0.625,0.5,0.4939500390320059,0.0532701705405416,0.049391458057363,1.4523809523809523,3.690476190476191,11.37728714942932
GodClass,LambdaRank,0.2698412698412698,0.7083333333333334,0.1587301587301587,0.8333333333333334,0.0952380952380952,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0476190476190476,0.125,0.125,0.5538548752834466,0.0532701705405416,0.049391458057363,1.261904761904762,1.880952380952381,11.439268589019775
GodClass,LambdaRank,0.03125,0.0833333333333333,0.03125,0.1666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.4434523809523809,0.0532701705405416,0.049391458057363,1.238095238095238,1.8571428571428568,11.198368072509766
GodClass,LambdaRank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.4601934523809524,0.0532701705405416,0.049391458057363,1.238095238095238,1.8571428571428568,11.312522172927856
GodClass,LambdaRank,0.15625,0.4166666666666667,0.078125,0.4166666666666667,0.03125,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.125,0.25,0.4866071428571428,0.0532701705405416,0.049391458057363,1.238095238095238,1.8571428571428568,11.504578113555908
GodClass,LambdaRank,0.1875,0.5,0.09375,0.5,0.0625,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.125,0.125,0.4832589285714285,0.0532701705405416,0.049391458057363,1.238095238095238,1.8571428571428568,11.232247591018677
GodClass,LambdaRank,0.171875,0.4583333333333333,0.09375,0.5,0.046875,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.0625,0.125,0.5420386904761905,0.0532701705405416,0.049391458057363,1.238095238095238,1.8571428571428568,11.560081243515016
GodClass,LambdaRank,0.09375,0.25,0.09375,0.5,0.046875,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.3958333333333333,0.0532701705405416,0.049391458057363,1.238095238095238,1.8571428571428568,11.441985368728638
GodClass,LambdaRank,0.0983606557377049,0.25,0.0163934426229508,0.0833333333333333,0.0163934426229508,0.1666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.0625,0.125,0.5322014051522251,0.0532701705405416,0.049391458057363,1.2142857142857142,1.7857142857142858,11.230695247650146
GodClass,LambdaRank,0.081967213114754,0.2083333333333333,0.081967213114754,0.4166666666666667,0.0327868852459016,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.0625,0.125,0.4841920374707262,0.0532701705405416,0.049391458057363,1.2142857142857142,1.7857142857142858,11.431248426437378
GodClass,LambdaRank,0.0983606557377049,0.25,0.0491803278688524,0.25,0.0327868852459016,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3809523809523809,0.4375,0.5,0.4635050741608117,0.0532701705405416,0.049391458057363,1.4523809523809523,3.690476190476191,11.701333045959473
GodClass,LambdaRank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.4397203325774753,0.0532701705405416,0.049391458057363,1.261904761904762,1.880952380952381,11.24569010734558
GodClass,LambdaRank,0.21875,0.5833333333333334,0.046875,0.25,0.015625,0.1666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.125,0.125,0.5256696428571429,0.0532701705405416,0.049391458057363,1.238095238095238,1.8571428571428568,11.297136306762695
GodClass,LambdaRank,0.203125,0.5416666666666666,0.078125,0.4166666666666667,0.03125,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.125,0.125,0.5238095238095238,0.0532701705405416,0.049391458057363,1.238095238095238,1.8571428571428568,11.300538539886476
GodClass,LambdaRank,0.359375,0.9583333333333334,0.171875,0.9166666666666666,0.09375,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,0.125,0.0,0.5327380952380952,0.0532701705405416,0.049391458057363,1.5238095238095235,3.9047619047619047,11.411979675292969
GodClass,LambdaRank,0.265625,0.7083333333333334,0.140625,0.75,0.09375,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,0.25,0.125,0.5334821428571429,0.0532701705405416,0.049391458057363,1.5238095238095235,3.9047619047619047,11.356553792953491
GodClass,LambdaRank,0.15625,0.4166666666666667,0.09375,0.5,0.015625,0.1666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.0625,0.125,0.4241071428571428,0.0532701705405416,0.049391458057363,1.238095238095238,1.8571428571428568,11.643248796463013
GodClass,LambdaRank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.4453125,0.0532701705405416,0.049391458057363,1.238095238095238,1.8571428571428568,10.845131874084473
GodClass,LambdaRank,0.2295081967213114,0.5833333333333334,0.081967213114754,0.4166666666666667,0.0491803278688524,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3809523809523809,0.375,0.25,0.4849726775956283,0.0532701705405416,0.049391458057363,1.4523809523809523,3.690476190476191,11.20707368850708
