,p-value,cliff
GodClass,2.400293343618119e-10,0.3111927354351597
DataClass,4.0789661327522386e-13,0.30221405978981736
LongMethod,2.3111670559523176e-07,0.1902867054382206
FeatureEnvy,7.833762770963325e-09,0.2585450464238343
